car_id,car_code,area_ha,embargo_ha,embargo_pct,ti_ha,ti_pct,uc_ha,uc_pct,desmatamento_ha,desmatamento_pct,app_ha,app_pct,stress_hidrico_idx,suscetibilidade_erosao_idx
CAR_01,RS431940647EE57C13C9749C7994C7046FA96E109,15.28205432669016,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.83
CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,160.7464477953206,0.0,0.0,0,0,151.7788,94.4212,10.8268,6.7353,19.4773,12.1168,0.41,0.52
CAR_03,MT5103254B043C12A67EA4522B06A3CF62467D760,101.320769906011,0.0,0.0,0,0,0.0,0.0,0.0,0.0,12.5981,12.4339,0.63,0.49
CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,8975.967456135635,949.667,10.5801,0,0,2233.5984,24.8842,470.7352,5.2444,576.9525,6.4277,0.49,0.58
