evidence_id,car_id,car_code,theme,source_name,source_url,download_date,source_version,geometry_operation,area_ha,percent_of_property,confidence,interpretation,limitation,created_at
EV-CAR02-TI-003,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,terras_indigenas,FUNAI,https://geoserver.funai.gov.br/geoserver/Funai/ows,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com terras_indigenas na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T21:58:21.168512+00:00
EV-CAR03-TI-003,CAR_03,MT5103254B043C12A67EA4522B06A3CF62467D760,terras_indigenas,FUNAI,https://geoserver.funai.gov.br/geoserver/Funai/ows,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com terras_indigenas na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T21:58:21.181505+00:00
EV-CAR04-TI-004,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,terras_indigenas,FUNAI,https://geoserver.funai.gov.br/geoserver/Funai/ows,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com terras_indigenas na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T21:58:21.196408+00:00
EV-CAR02-UC-006,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,unidades_conservacao,ICMBio / CNUC,https://dadosabertos.mma.gov.br/,2026-06-14,,intersection,151.7788,94.4212,Alta,Sobreposição de 151.78 ha (94.42%) com Unidades de Conservação.,,2026-06-14T21:58:21.264225+00:00
EV-CAR02-UC-007,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,unidades_conservacao,ICMBio / CNUC,https://dadosabertos.mma.gov.br/,2026-06-14,,intersection,83.1866,51.7502,Alta,Sobreposição de 83.19 ha (51.75%) com Unidades de Conservação.,,2026-06-14T21:58:21.278162+00:00
EV-CAR04-UC-004,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,unidades_conservacao,ICMBio / CNUC,https://dadosabertos.mma.gov.br/,2026-06-14,,intersection,2233.5984,24.8842,Alta,Sobreposição de 2233.60 ha (24.88%) com Unidades de Conservação.,,2026-06-14T21:58:21.292125+00:00
EV-CAR02-DESM-004,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,10.8268,6.7353,Alta,Sobreposição de 10.83 ha (6.74%) com Desmatamento.,,2026-06-14T21:58:21.841201+00:00
EV-CAR04-DESM-066,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,34.3874,0.3831,Alta,Sobreposição de 34.39 ha (0.38%) com Desmatamento.,,2026-06-14T21:58:21.855163+00:00
EV-CAR04-DESM-067,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,14.9838,0.1669,Alta,Sobreposição de 14.98 ha (0.17%) com Desmatamento.,,2026-06-14T21:58:21.869126+00:00
EV-CAR04-DESM-068,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,7.2472,0.0807,Alta,Sobreposição de 7.25 ha (0.08%) com Desmatamento.,,2026-06-14T21:58:21.883088+00:00
EV-CAR04-DESM-069,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,10.7486,0.1197,Alta,Sobreposição de 10.75 ha (0.12%) com Desmatamento.,,2026-06-14T21:58:21.896054+00:00
EV-CAR04-DESM-070,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,7.4235,0.0827,Alta,Sobreposição de 7.42 ha (0.08%) com Desmatamento.,,2026-06-14T21:58:21.910017+00:00
EV-CAR04-DESM-071,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,76.5251,0.8526,Alta,Sobreposição de 76.53 ha (0.85%) com Desmatamento.,,2026-06-14T21:58:21.926972+00:00
EV-CAR04-DESM-072,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,2.1692,0.0242,Alta,Sobreposição de 2.17 ha (0.02%) com Desmatamento.,,2026-06-14T21:58:21.943927+00:00
EV-CAR04-DESM-073,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,4.3692,0.0487,Alta,Sobreposição de 4.37 ha (0.05%) com Desmatamento.,,2026-06-14T21:58:21.959884+00:00
EV-CAR04-DESM-074,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,0.7882,0.0088,Alta,Sobreposição de 0.79 ha (0.01%) com Desmatamento.,,2026-06-14T21:58:21.974870+00:00
EV-CAR04-DESM-075,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,11.6641,0.1299,Alta,Sobreposição de 11.66 ha (0.13%) com Desmatamento.,,2026-06-14T21:58:21.988807+00:00
EV-CAR04-DESM-076,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,20.2282,0.2254,Alta,Sobreposição de 20.23 ha (0.23%) com Desmatamento.,,2026-06-14T21:58:22.003767+00:00
EV-CAR04-DESM-077,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,44.8341,0.4995,Alta,Sobreposição de 44.83 ha (0.50%) com Desmatamento.,,2026-06-14T21:58:22.016732+00:00
EV-CAR04-DESM-078,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,18.5746,0.2069,Alta,Sobreposição de 18.57 ha (0.21%) com Desmatamento.,,2026-06-14T21:58:22.031692+00:00
EV-CAR04-DESM-079,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,3.0677,0.0342,Alta,Sobreposição de 3.07 ha (0.03%) com Desmatamento.,,2026-06-14T21:58:22.045361+00:00
EV-CAR04-DESM-080,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,3.5788,0.0399,Alta,Sobreposição de 3.58 ha (0.04%) com Desmatamento.,,2026-06-14T21:58:22.060348+00:00
EV-CAR04-DESM-081,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,0.3972,0.0044,Alta,Sobreposição de 0.40 ha (0.00%) com Desmatamento.,,2026-06-14T21:58:22.074310+00:00
EV-CAR04-DESM-082,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,5.9393,0.0662,Alta,Sobreposição de 5.94 ha (0.07%) com Desmatamento.,,2026-06-14T21:58:22.088272+00:00
EV-CAR04-DESM-083,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,2.1022,0.0234,Alta,Sobreposição de 2.10 ha (0.02%) com Desmatamento.,,2026-06-14T21:58:22.102239+00:00
EV-CAR04-DESM-084,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,14.0058,0.156,Alta,Sobreposição de 14.01 ha (0.16%) com Desmatamento.,,2026-06-14T21:58:22.115205+00:00
EV-CAR04-DESM-085,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,6.3918,0.0712,Alta,Sobreposição de 6.39 ha (0.07%) com Desmatamento.,,2026-06-14T21:58:22.129136+00:00
EV-CAR04-DESM-086,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,0.0672,0.0007,Alta,Sobreposição de 0.07 ha (0.00%) com Desmatamento.,,2026-06-14T21:58:22.143131+00:00
EV-CAR04-DESM-087,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,10.6585,0.1187,Alta,Sobreposição de 10.66 ha (0.12%) com Desmatamento.,,2026-06-14T21:58:22.157062+00:00
EV-CAR04-DESM-088,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,40.492,0.4511,Alta,Sobreposição de 40.49 ha (0.45%) com Desmatamento.,,2026-06-14T21:58:22.171025+00:00
EV-CAR04-DESM-089,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,3.6971,0.0412,Alta,Sobreposição de 3.70 ha (0.04%) com Desmatamento.,,2026-06-14T21:58:22.184020+00:00
EV-CAR04-DESM-090,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,26.911,0.2998,Alta,Sobreposição de 26.91 ha (0.30%) com Desmatamento.,,2026-06-14T21:58:22.197983+00:00
EV-CAR04-DESM-091,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,6.1959,0.069,Alta,Sobreposição de 6.20 ha (0.07%) com Desmatamento.,,2026-06-14T21:58:22.210948+00:00
EV-CAR04-DESM-092,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,6.5205,0.0726,Alta,Sobreposição de 6.52 ha (0.07%) com Desmatamento.,,2026-06-14T21:58:22.228870+00:00
EV-CAR04-DESM-093,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,1.8425,0.0205,Alta,Sobreposição de 1.84 ha (0.02%) com Desmatamento.,,2026-06-14T21:58:22.243830+00:00
EV-CAR04-DESM-094,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,10.3586,0.1154,Alta,Sobreposição de 10.36 ha (0.12%) com Desmatamento.,,2026-06-14T21:58:22.259787+00:00
EV-CAR04-DESM-095,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,7.8458,0.0874,Alta,Sobreposição de 7.85 ha (0.09%) com Desmatamento.,,2026-06-14T21:58:22.273750+00:00
EV-CAR04-DESM-096,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,0.2071,0.0023,Alta,Sobreposição de 0.21 ha (0.00%) com Desmatamento.,,2026-06-14T21:58:22.286747+00:00
EV-CAR04-DESM-097,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,66.9837,0.7463,Alta,Sobreposição de 66.98 ha (0.75%) com Desmatamento.,,2026-06-14T21:58:22.301708+00:00
EV-CAR04-IBAMA-079,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,138.7706,1.546,Alta,Sobreposição de 138.77 ha (1.55%) com Embargos IBAMA.,,2026-06-14T21:58:40.986460+00:00
EV-CAR04-IBAMA-080,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,25.5954,0.2852,Alta,Sobreposição de 25.60 ha (0.29%) com Embargos IBAMA.,,2026-06-14T21:58:41.010397+00:00
EV-CAR04-IBAMA-081,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,66.4633,0.7405,Alta,Sobreposição de 66.46 ha (0.74%) com Embargos IBAMA.,,2026-06-14T21:58:41.028346+00:00
EV-CAR04-IBAMA-082,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,60.357,0.6724,Alta,Sobreposição de 60.36 ha (0.67%) com Embargos IBAMA.,,2026-06-14T21:58:41.044303+00:00
EV-CAR04-IBAMA-083,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,44.4755,0.4955,Alta,Sobreposição de 44.48 ha (0.50%) com Embargos IBAMA.,,2026-06-14T21:58:41.062258+00:00
EV-CAR04-IBAMA-084,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,12.0762,0.1345,Alta,Sobreposição de 12.08 ha (0.13%) com Embargos IBAMA.,,2026-06-14T21:58:41.078213+00:00
EV-CAR04-IBAMA-085,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,0.0003,0.0,Alta,Sobreposição de 0.00 ha (0.00%) com Embargos IBAMA.,,2026-06-14T21:58:41.098159+00:00
EV-CAR04-IBAMA-086,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,44.0379,0.4906,Alta,Sobreposição de 44.04 ha (0.49%) com Embargos IBAMA.,,2026-06-14T21:58:41.114117+00:00
EV-CAR04-IBAMA-087,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,6.9045,0.0769,Alta,Sobreposição de 6.90 ha (0.08%) com Embargos IBAMA.,,2026-06-14T21:58:41.132068+00:00
EV-CAR04-IBAMA-088,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,74.5586,0.8306,Alta,Sobreposição de 74.56 ha (0.83%) com Embargos IBAMA.,,2026-06-14T21:58:41.152016+00:00
EV-CAR04-IBAMA-089,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,79.276,0.8832,Alta,Sobreposição de 79.28 ha (0.88%) com Embargos IBAMA.,,2026-06-14T21:58:41.170965+00:00
EV-CAR04-IBAMA-090,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,81.0407,0.9029,Alta,Sobreposição de 81.04 ha (0.90%) com Embargos IBAMA.,,2026-06-14T21:58:41.191909+00:00
EV-CAR04-IBAMA-091,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,0.0,0.0,Média,Sobreposição de 0.00 ha (0.00%) com Embargos IBAMA.,,2026-06-14T21:58:41.209860+00:00
EV-CAR04-IBAMA-092,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,13.7632,0.1533,Alta,Sobreposição de 13.76 ha (0.15%) com Embargos IBAMA.,,2026-06-14T21:58:41.223824+00:00
EV-CAR04-IBAMA-093,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,6.584,0.0734,Alta,Sobreposição de 6.58 ha (0.07%) com Embargos IBAMA.,,2026-06-14T21:58:41.239782+00:00
EV-CAR04-IBAMA-094,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,49.4062,0.5504,Alta,Sobreposição de 49.41 ha (0.55%) com Embargos IBAMA.,,2026-06-14T21:58:41.260725+00:00
EV-CAR04-IBAMA-095,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,14.8276,0.1652,Alta,Sobreposição de 14.83 ha (0.17%) com Embargos IBAMA.,,2026-06-14T21:58:41.289647+00:00
EV-CAR04-IBAMA-096,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,48.1169,0.5361,Alta,Sobreposição de 48.12 ha (0.54%) com Embargos IBAMA.,,2026-06-14T21:58:41.310591+00:00
EV-CAR04-IBAMA-097,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,32.0315,0.3569,Alta,Sobreposição de 32.03 ha (0.36%) com Embargos IBAMA.,,2026-06-14T21:58:41.328543+00:00
EV-CAR04-IBAMA-098,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,22.79,0.2539,Alta,Sobreposição de 22.79 ha (0.25%) com Embargos IBAMA.,,2026-06-14T21:58:41.346496+00:00
EV-CAR04-IBAMA-099,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,9.7603,0.1087,Alta,Sobreposição de 9.76 ha (0.11%) com Embargos IBAMA.,,2026-06-14T21:58:41.364447+00:00
EV-CAR04-IBAMA-100,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,22.5647,0.2514,Alta,Sobreposição de 22.56 ha (0.25%) com Embargos IBAMA.,,2026-06-14T21:58:41.379407+00:00
EV-CAR04-IBAMA-101,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,29.9146,0.3333,Alta,Sobreposição de 29.91 ha (0.33%) com Embargos IBAMA.,,2026-06-14T21:58:41.397359+00:00
EV-CAR04-IBAMA-102,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,15.4808,0.1725,Alta,Sobreposição de 15.48 ha (0.17%) com Embargos IBAMA.,,2026-06-14T21:58:41.412319+00:00
EV-CAR04-IBAMA-103,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,25.459,0.2836,Alta,Sobreposição de 25.46 ha (0.28%) com Embargos IBAMA.,,2026-06-14T21:58:41.429274+00:00
EV-CAR04-IBAMA-104,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,25.6727,0.286,Alta,Sobreposição de 25.67 ha (0.29%) com Embargos IBAMA.,,2026-06-14T21:58:41.506069+00:00
EV-CAR01-TI-004,CAR_01,RS431940647EE57C13C9749C7994C7046FA96E109,terras_indigenas,FUNAI,https://geoserver.funai.gov.br/geoserver/Funai/ows,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com terras_indigenas na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T21:58:41.606799+00:00
EV-CAR02-TI-004,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,terras_indigenas,FUNAI,https://geoserver.funai.gov.br/geoserver/Funai/ows,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com terras_indigenas na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T21:58:41.632730+00:00
EV-CAR03-TI-004,CAR_03,MT5103254B043C12A67EA4522B06A3CF62467D760,terras_indigenas,FUNAI,https://geoserver.funai.gov.br/geoserver/Funai/ows,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com terras_indigenas na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T21:58:41.650681+00:00
EV-CAR04-TI-005,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,terras_indigenas,FUNAI,https://geoserver.funai.gov.br/geoserver/Funai/ows,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com terras_indigenas na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T21:58:41.676613+00:00
EV-CAR02-UC-008,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,unidades_conservacao,ICMBio / CNUC,https://dadosabertos.mma.gov.br/,2026-06-14,,intersection,151.7788,94.4212,Alta,Sobreposição de 151.78 ha (94.42%) com Unidades de Conservação.,,2026-06-14T21:58:41.738710+00:00
EV-CAR02-UC-009,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,unidades_conservacao,ICMBio / CNUC,https://dadosabertos.mma.gov.br/,2026-06-14,,intersection,83.1866,51.7502,Alta,Sobreposição de 83.19 ha (51.75%) com Unidades de Conservação.,,2026-06-14T21:58:41.755664+00:00
EV-CAR04-UC-005,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,unidades_conservacao,ICMBio / CNUC,https://dadosabertos.mma.gov.br/,2026-06-14,,intersection,2233.5984,24.8842,Alta,Sobreposição de 2233.60 ha (24.88%) com Unidades de Conservação.,,2026-06-14T21:58:41.771621+00:00
EV-CAR02-DESM-005,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,10.8268,6.7353,Alta,Sobreposição de 10.83 ha (6.74%) com Desmatamento.,,2026-06-14T21:58:41.855837+00:00
EV-CAR04-DESM-098,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,34.3874,0.3831,Alta,Sobreposição de 34.39 ha (0.38%) com Desmatamento.,,2026-06-14T21:58:41.871795+00:00
EV-CAR04-DESM-099,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,14.9838,0.1669,Alta,Sobreposição de 14.98 ha (0.17%) com Desmatamento.,,2026-06-14T21:58:41.892739+00:00
EV-CAR04-DESM-100,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,7.2472,0.0807,Alta,Sobreposição de 7.25 ha (0.08%) com Desmatamento.,,2026-06-14T21:58:41.909693+00:00
