evidence_id,car_id,car_code,theme,source_name,source_url,download_date,source_version,geometry_operation,area_ha,percent_of_property,confidence,interpretation,limitation,created_at
EV-CAR04-DESM-171,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,11.6641,0.1299,Alta,Sobreposição de 11.66 ha (0.13%) com Desmatamento.,,2026-06-14T23:44:13.764901+00:00
EV-CAR04-DESM-172,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,20.2282,0.2254,Alta,Sobreposição de 20.23 ha (0.23%) com Desmatamento.,,2026-06-14T23:44:13.780860+00:00
EV-CAR04-DESM-173,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,44.8341,0.4995,Alta,Sobreposição de 44.83 ha (0.50%) com Desmatamento.,,2026-06-14T23:44:13.795820+00:00
EV-CAR04-DESM-174,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,18.5746,0.2069,Alta,Sobreposição de 18.57 ha (0.21%) com Desmatamento.,,2026-06-14T23:44:13.812773+00:00
EV-CAR04-DESM-175,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,3.0677,0.0342,Alta,Sobreposição de 3.07 ha (0.03%) com Desmatamento.,,2026-06-14T23:44:13.828757+00:00
EV-CAR04-DESM-176,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,3.5788,0.0399,Alta,Sobreposição de 3.58 ha (0.04%) com Desmatamento.,,2026-06-14T23:44:13.844690+00:00
EV-CAR04-DESM-177,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,0.3972,0.0044,Alta,Sobreposição de 0.40 ha (0.00%) com Desmatamento.,,2026-06-14T23:44:13.859675+00:00
EV-CAR04-DESM-178,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,5.9393,0.0662,Alta,Sobreposição de 5.94 ha (0.07%) com Desmatamento.,,2026-06-14T23:44:13.876604+00:00
EV-CAR04-DESM-179,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,2.1022,0.0234,Alta,Sobreposição de 2.10 ha (0.02%) com Desmatamento.,,2026-06-14T23:44:13.891564+00:00
EV-CAR04-DESM-180,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,14.0058,0.156,Alta,Sobreposição de 14.01 ha (0.16%) com Desmatamento.,,2026-06-14T23:44:13.907521+00:00
EV-CAR04-DESM-181,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,6.3918,0.0712,Alta,Sobreposição de 6.39 ha (0.07%) com Desmatamento.,,2026-06-14T23:44:13.924475+00:00
EV-CAR04-DESM-182,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,0.0672,0.0007,Alta,Sobreposição de 0.07 ha (0.00%) com Desmatamento.,,2026-06-14T23:44:13.947413+00:00
EV-CAR04-DESM-183,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,10.6585,0.1187,Alta,Sobreposição de 10.66 ha (0.12%) com Desmatamento.,,2026-06-14T23:44:13.971349+00:00
EV-CAR04-DESM-184,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,40.492,0.4511,Alta,Sobreposição de 40.49 ha (0.45%) com Desmatamento.,,2026-06-14T23:44:13.997281+00:00
EV-CAR04-DESM-185,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,3.6971,0.0412,Alta,Sobreposição de 3.70 ha (0.04%) com Desmatamento.,,2026-06-14T23:44:14.023211+00:00
EV-CAR04-DESM-186,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,26.911,0.2998,Alta,Sobreposição de 26.91 ha (0.30%) com Desmatamento.,,2026-06-14T23:44:14.049169+00:00
EV-CAR04-DESM-187,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,6.1959,0.069,Alta,Sobreposição de 6.20 ha (0.07%) com Desmatamento.,,2026-06-14T23:44:14.067094+00:00
EV-CAR04-DESM-188,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,6.5205,0.0726,Alta,Sobreposição de 6.52 ha (0.07%) com Desmatamento.,,2026-06-14T23:44:14.084048+00:00
EV-CAR04-DESM-189,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,1.8425,0.0205,Alta,Sobreposição de 1.84 ha (0.02%) com Desmatamento.,,2026-06-14T23:44:14.101002+00:00
EV-CAR04-DESM-190,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,10.3586,0.1154,Alta,Sobreposição de 10.36 ha (0.12%) com Desmatamento.,,2026-06-14T23:44:14.119952+00:00
EV-CAR04-DESM-191,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,7.8458,0.0874,Alta,Sobreposição de 7.85 ha (0.09%) com Desmatamento.,,2026-06-14T23:44:14.135909+00:00
EV-CAR04-DESM-192,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,0.2071,0.0023,Alta,Sobreposição de 0.21 ha (0.00%) com Desmatamento.,,2026-06-14T23:44:14.151426+00:00
EV-CAR04-DESM-193,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,66.9837,0.7463,Alta,Sobreposição de 66.98 ha (0.75%) com Desmatamento.,,2026-06-14T23:44:14.168380+00:00
EV-CAR01-APP_-002,CAR_01,RS431940647EE57C13C9749C7994C7046FA96E109,app_fbds,FBDS,https://geo.fbds.org.br/RS/SAO_PEDRO_DO_SUL/APP/,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com app_fbds na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T23:44:14.202290+00:00
EV-CAR02-APP_-002,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,app_fbds,FBDS,https://geo.fbds.org.br/RS/SAO_PEDRO_DO_SUL/APP/,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com app_fbds na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T23:44:14.220242+00:00
EV-CAR03-APP_-002,CAR_03,MT5103254B043C12A67EA4522B06A3CF62467D760,app_fbds,FBDS,https://geo.fbds.org.br/RS/SAO_PEDRO_DO_SUL/APP/,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com app_fbds na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T23:44:14.238195+00:00
EV-CAR04-APP_-002,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,app_fbds,FBDS,https://geo.fbds.org.br/RS/SAO_PEDRO_DO_SUL/APP/,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com app_fbds na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T23:44:14.260136+00:00
EV-CAR04-IBAMA-157,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,138.7706,1.546,Alta,Sobreposição de 138.77 ha (1.55%) com Embargos IBAMA.,,2026-06-14T23:46:19.232211+00:00
EV-CAR04-IBAMA-158,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,25.5954,0.2852,Alta,Sobreposição de 25.60 ha (0.29%) com Embargos IBAMA.,,2026-06-14T23:46:19.250163+00:00
EV-CAR04-IBAMA-159,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,66.4633,0.7405,Alta,Sobreposição de 66.46 ha (0.74%) com Embargos IBAMA.,,2026-06-14T23:46:19.267119+00:00
EV-CAR04-IBAMA-160,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,60.357,0.6724,Alta,Sobreposição de 60.36 ha (0.67%) com Embargos IBAMA.,,2026-06-14T23:46:19.287065+00:00
EV-CAR04-IBAMA-161,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,44.4755,0.4955,Alta,Sobreposição de 44.48 ha (0.50%) com Embargos IBAMA.,,2026-06-14T23:46:19.305017+00:00
EV-CAR04-IBAMA-162,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,12.0762,0.1345,Alta,Sobreposição de 12.08 ha (0.13%) com Embargos IBAMA.,,2026-06-14T23:46:19.322970+00:00
EV-CAR04-IBAMA-163,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,0.0003,0.0,Alta,Sobreposição de 0.00 ha (0.00%) com Embargos IBAMA.,,2026-06-14T23:46:19.339924+00:00
EV-CAR04-IBAMA-164,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,44.0379,0.4906,Alta,Sobreposição de 44.04 ha (0.49%) com Embargos IBAMA.,,2026-06-14T23:46:19.356880+00:00
EV-CAR04-IBAMA-165,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,6.9045,0.0769,Alta,Sobreposição de 6.90 ha (0.08%) com Embargos IBAMA.,,2026-06-14T23:46:19.377822+00:00
EV-CAR04-IBAMA-166,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,74.5586,0.8306,Alta,Sobreposição de 74.56 ha (0.83%) com Embargos IBAMA.,,2026-06-14T23:46:19.393780+00:00
EV-CAR04-IBAMA-167,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,79.276,0.8832,Alta,Sobreposição de 79.28 ha (0.88%) com Embargos IBAMA.,,2026-06-14T23:46:19.412729+00:00
EV-CAR04-IBAMA-168,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,81.0407,0.9029,Alta,Sobreposição de 81.04 ha (0.90%) com Embargos IBAMA.,,2026-06-14T23:46:19.428686+00:00
EV-CAR04-IBAMA-169,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,0.0,0.0,Média,Sobreposição de 0.00 ha (0.00%) com Embargos IBAMA.,,2026-06-14T23:46:19.444671+00:00
EV-CAR04-IBAMA-170,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,13.7632,0.1533,Alta,Sobreposição de 13.76 ha (0.15%) com Embargos IBAMA.,,2026-06-14T23:46:19.460627+00:00
EV-CAR04-IBAMA-171,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,6.584,0.0734,Alta,Sobreposição de 6.58 ha (0.07%) com Embargos IBAMA.,,2026-06-14T23:46:19.476558+00:00
EV-CAR04-IBAMA-172,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,49.4062,0.5504,Alta,Sobreposição de 49.41 ha (0.55%) com Embargos IBAMA.,,2026-06-14T23:46:19.492143+00:00
EV-CAR04-IBAMA-173,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,14.8276,0.1652,Alta,Sobreposição de 14.83 ha (0.17%) com Embargos IBAMA.,,2026-06-14T23:46:19.509127+00:00
EV-CAR04-IBAMA-174,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,48.1169,0.5361,Alta,Sobreposição de 48.12 ha (0.54%) com Embargos IBAMA.,,2026-06-14T23:46:19.525084+00:00
EV-CAR04-IBAMA-175,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,32.0315,0.3569,Alta,Sobreposição de 32.03 ha (0.36%) com Embargos IBAMA.,,2026-06-14T23:46:19.541015+00:00
EV-CAR04-IBAMA-176,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,22.79,0.2539,Alta,Sobreposição de 22.79 ha (0.25%) com Embargos IBAMA.,,2026-06-14T23:46:19.557000+00:00
EV-CAR04-IBAMA-177,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,9.7603,0.1087,Alta,Sobreposição de 9.76 ha (0.11%) com Embargos IBAMA.,,2026-06-14T23:46:19.572931+00:00
EV-CAR04-IBAMA-178,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,22.5647,0.2514,Alta,Sobreposição de 22.56 ha (0.25%) com Embargos IBAMA.,,2026-06-14T23:46:19.588914+00:00
EV-CAR04-IBAMA-179,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,29.9146,0.3333,Alta,Sobreposição de 29.91 ha (0.33%) com Embargos IBAMA.,,2026-06-14T23:46:19.604871+00:00
EV-CAR04-IBAMA-180,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,15.4808,0.1725,Alta,Sobreposição de 15.48 ha (0.17%) com Embargos IBAMA.,,2026-06-14T23:46:19.619833+00:00
EV-CAR04-IBAMA-181,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,25.459,0.2836,Alta,Sobreposição de 25.46 ha (0.28%) com Embargos IBAMA.,,2026-06-14T23:46:19.635791+00:00
EV-CAR04-IBAMA-182,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,embargos,IBAMA / PAMGIA,https://pamgia.ibama.gov.br/geoservicos/arquivos/adm_embargo_ibama_a.shp.zip,2026-06-14,,intersection,25.6727,0.286,Alta,Sobreposição de 25.67 ha (0.29%) com Embargos IBAMA.,,2026-06-14T23:46:19.652743+00:00
EV-CAR01-TI-007,CAR_01,RS431940647EE57C13C9749C7994C7046FA96E109,terras_indigenas,FUNAI,https://geoserver.funai.gov.br/geoserver/Funai/ows,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com terras_indigenas na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T23:46:19.678678+00:00
EV-CAR02-TI-007,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,terras_indigenas,FUNAI,https://geoserver.funai.gov.br/geoserver/Funai/ows,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com terras_indigenas na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T23:46:19.701586+00:00
EV-CAR03-TI-007,CAR_03,MT5103254B043C12A67EA4522B06A3CF62467D760,terras_indigenas,FUNAI,https://geoserver.funai.gov.br/geoserver/Funai/ows,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com terras_indigenas na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T23:46:19.720535+00:00
EV-CAR04-TI-008,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,terras_indigenas,FUNAI,https://geoserver.funai.gov.br/geoserver/Funai/ows,2026-06-14,,intersection,0.0,0.0,Alta,Não foi identificada sobreposição com terras_indigenas na área do imóvel.,Ausência de interseção não exclui riscos fora do perímetro analisado.,2026-06-14T23:46:19.739485+00:00
EV-CAR02-UC-014,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,unidades_conservacao,ICMBio / CNUC,https://dadosabertos.mma.gov.br/,2026-06-14,,intersection,151.7788,94.4212,Alta,Sobreposição de 151.78 ha (94.42%) com Unidades de Conservação.,,2026-06-14T23:46:19.785362+00:00
EV-CAR02-UC-015,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,unidades_conservacao,ICMBio / CNUC,https://dadosabertos.mma.gov.br/,2026-06-14,,intersection,83.1866,51.7502,Alta,Sobreposição de 83.19 ha (51.75%) com Unidades de Conservação.,,2026-06-14T23:46:19.801319+00:00
EV-CAR04-UC-008,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,unidades_conservacao,ICMBio / CNUC,https://dadosabertos.mma.gov.br/,2026-06-14,,intersection,2233.5984,24.8842,Alta,Sobreposição de 2233.60 ha (24.88%) com Unidades de Conservação.,,2026-06-14T23:46:19.817277+00:00
EV-CAR02-DESM-008,CAR_02,PR4109401014658F643104BEAAF9A030A42F1D57A,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,10.8268,6.7353,Alta,Sobreposição de 10.83 ha (6.74%) com Desmatamento.,,2026-06-14T23:46:19.890087+00:00
EV-CAR04-DESM-194,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,34.3874,0.3831,Alta,Sobreposição de 34.39 ha (0.38%) com Desmatamento.,,2026-06-14T23:46:19.906044+00:00
EV-CAR04-DESM-195,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,14.9838,0.1669,Alta,Sobreposição de 14.98 ha (0.17%) com Desmatamento.,,2026-06-14T23:46:19.922001+00:00
EV-CAR04-DESM-196,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,7.2472,0.0807,Alta,Sobreposição de 7.25 ha (0.08%) com Desmatamento.,,2026-06-14T23:46:19.938957+00:00
EV-CAR04-DESM-197,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,10.7486,0.1197,Alta,Sobreposição de 10.75 ha (0.12%) com Desmatamento.,,2026-06-14T23:46:19.955912+00:00
EV-CAR04-DESM-198,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,7.4235,0.0827,Alta,Sobreposição de 7.42 ha (0.08%) com Desmatamento.,,2026-06-14T23:46:19.971867+00:00
EV-CAR04-DESM-199,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,76.5251,0.8526,Alta,Sobreposição de 76.53 ha (0.85%) com Desmatamento.,,2026-06-14T23:46:19.987825+00:00
EV-CAR04-DESM-200,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,2.1692,0.0242,Alta,Sobreposição de 2.17 ha (0.02%) com Desmatamento.,,2026-06-14T23:46:20.003782+00:00
EV-CAR04-DESM-201,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,4.3692,0.0487,Alta,Sobreposição de 4.37 ha (0.05%) com Desmatamento.,,2026-06-14T23:46:20.019740+00:00
EV-CAR04-DESM-202,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,0.7882,0.0088,Alta,Sobreposição de 0.79 ha (0.01%) com Desmatamento.,,2026-06-14T23:46:20.036694+00:00
EV-CAR04-DESM-203,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,11.6641,0.1299,Alta,Sobreposição de 11.66 ha (0.13%) com Desmatamento.,,2026-06-14T23:46:20.052651+00:00
EV-CAR04-DESM-204,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,20.2282,0.2254,Alta,Sobreposição de 20.23 ha (0.23%) com Desmatamento.,,2026-06-14T23:46:20.069606+00:00
EV-CAR04-DESM-205,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,44.8341,0.4995,Alta,Sobreposição de 44.83 ha (0.50%) com Desmatamento.,,2026-06-14T23:46:20.085565+00:00
EV-CAR04-DESM-206,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,18.5746,0.2069,Alta,Sobreposição de 18.57 ha (0.21%) com Desmatamento.,,2026-06-14T23:46:20.105510+00:00
EV-CAR04-DESM-207,CAR_04,MT5101407324C35ED3C454FE3AA26F7AC45E282C0,desmatamento,MapBiomas Alerta,http://production.alerta.mapbiomas.org/geoserver/mapbiomas-alertas/wfs,2026-06-14,,intersection,3.0677,0.0342,Alta,Sobreposição de 3.07 ha (0.03%) com Desmatamento.,,2026-06-14T23:46:20.120799+00:00
